Time:250Hz,Epoch,FCz,Oz,O1,PO7,O2,PO8,PO3,PO4,Event Id,Event Date,Event Duration
0.5399999991,4,-7422.2539062500,-7552.3637695313,-7709.9208984375,-7492.2822265625,-75394.6015625000,-115386.1171875000,-127536.8828125000,-141266.9062500000,,,
0.5439999991,4,-7421.3598632813,-7551.4916992188,-7708.9375000000,-7491.3208007813,-75393.5703125000,-115385.0625000000,-127535.8046875000,-141265.7031250000,,,
0.5479999990,4,-7420.0415039063,-7550.1733398438,-7707.7753906250,-7490.0244140625,-75392.2500000000,-115383.7656250000,-127534.5546875000,-141264.4062500000,,,
0.5519999990,4,-7418.4096679688,-7548.6533203125,-7706.3447265625,-7488.6386718750,-75390.9140625000,-115382.4062500000,-127533.1015625000,-141263.1250000000,,,
0.5559999992,4,-7421.5834960938,-7551.6928710938,-7709.3173828125,-7491.7456054688,-75393.9062500000,-115385.3750000000,-127535.9453125000,-141266.0156250000,,,
0.5599999991,4,-7422.7236328125,-7552.6542968750,-7710.2788085938,-7492.7290039063,-75394.7968750000,-115386.2734375000,-127536.8593750000,-141266.8437500000,,,
0.5639999991,4,-7422.2988281250,-7552.3637695313,-7709.9433593750,-7492.2822265625,-75394.4843750000,-115385.8906250000,-127536.5000000000,-141266.5000000000,,,
0.5679999990,4,-7422.2094726563,-7552.3413085938,-7710.0776367188,-7492.3266601563,-75394.6406250000,-115385.8906250000,-127536.5937500000,-141266.7031250000,,,
0.5719999990,4,-7423.5502929688,-7553.5708007813,-7711.2846679688,-7493.6010742188,-75395.7656250000,-115387.1015625000,-127537.7343750000,-141267.7968750000,,,
0.5759999990,4,-7424.1318359375,-7554.0625000000,-7711.5976562500,-7493.9584960938,-75396.0937500000,-115387.4531250000,-127538.0468750000,-141268.0000000000,,,
0.5799999991,4,-7422.6562500000,-7552.5869140625,-7710.1669921875,-7492.4609375000,-75394.4843750000,-115385.8046875000,-127536.4765625000,-141266.4218750000,,,
0.5839999991,4,-7421.0024414063,-7551.1567382813,-7708.8032226563,-7491.1196289063,-75393.2343750000,-115384.5937500000,-127535.2265625000,-141265.1875000000,,,
0.5879999991,4,-7419.3037109375,-7549.4355468750,-7707.0600585938,-7489.4208984375,-75391.5625000000,-115382.9843750000,-127533.4609375000,-141263.5156250000,,,
0.5919999990,4,-7422.9248046875,-7552.8330078125,-7710.4575195313,-7492.8408203125,-75394.8437500000,-115386.4062500000,-127536.8359375000,-141266.7500000000,,,
0.5959999990,4,-7425.7187500000,-7555.5600585938,-7713.2963867188,-7495.6796875000,-75397.6875000000,-115389.0234375000,-127539.3593750000,-141269.4375000000,,,
0.5999999992,4,-7422.3657226563,-7552.3413085938,-7710.2114257813,-7492.5502929688,-75394.5781250000,-115385.8906250000,-127536.2109375000,-141266.3906250000,,,
0.6039999991,4,-7420.8012695313,-7550.6870117188,-7708.5800781250,-7490.9858398438,-75392.9921875000,-115384.3046875000,-127534.6875000000,-141264.8750000000,,,
0.6079999991,4,-7420.5776367188,-7550.2402343750,-7708.0434570313,-7490.4716796875,-75392.5234375000,-115383.7500000000,-127534.1562500000,-141264.2656250000,,,
0.6119999990,4,-7418.2309570313,-7547.9379882813,-7705.8305664063,-7488.1918945313,-75390.1328125000,-115381.4453125000,-127531.7656250000,-141261.7656250000,,,
0.6159999990,4,-7413.3803710938,-7543.1992187500,-7701.1591796875,-7483.5424804688,-75385.4609375000,-115376.6796875000,-127527.0703125000,-141257.1250000000,,,
0.6199999989,4,-7414.0063476563,-7543.9145507813,-7701.9414062500,-7484.3696289063,-75386.2656250000,-115377.4843750000,-127527.9375000000,-141258.1406250000,,,
0.6239999991,4,-7418.5883789063,-7548.3178710938,-7706.2329101563,-7488.7060546875,-75390.6015625000,-115381.8437500000,-127532.1640625000,-141262.3906250000,,,
0.6279999991,4,-7420.4213867188,-7550.0834960938,-7708.0209960938,-7490.3598632813,-75392.2500000000,-115383.4296875000,-127533.7500000000,-141263.9062500000,,,
0.6319999991,4,-7420.5332031250,-7550.2846679688,-7708.3115234375,-7490.4941406250,-75392.5859375000,-115383.6328125000,-127533.9296875000,-141264.1562500000,,,
0.6359999990,4,-7420.8681640625,-7550.6870117188,-7708.7812500000,-7491.0083007813,-75393.0156250000,-115384.1718750000,-127534.4687500000,-141264.6718750000,,,
0.6399999990,5,-7419.4824218750,-7549.1894531250,-7707.1269531250,-7489.4882812500,-75391.4062500000,-115382.5625000000,-127532.9218750000,-141263.0468750000,,,
0.6439999989,5,-7419.5048828125,-7549.0107421875,-7707.0600585938,-7489.4208984375,-75391.2265625000,-115382.4687500000,-127532.7031250000,-141262.7031250000,,,
