Time:250Hz,Epoch,FCz,Oz,O1,PO7,O2,PO8,PO3,PO4,Event Id,Event Date,Event Duration
0.4599999993,3,-44358.5117187500,-64176.0351562500,-37722.4101562500,-15077.4130859375,-27716.2734375000,-53022.7382812500,-37210.0429687500,-65068.0507812500,,,
0.4639999992,3,-44388.0820312500,-64204.0195312500,-37747.2226562500,-15099.8544921875,-27742.8496093750,-53050.8125000000,-37234.2500000000,-65094.3554687500,,,
0.4679999992,3,-44391.9492187500,-64197.3828125000,-37738.6171875000,-15090.4667968750,-27735.5195312500,-53044.2851562500,-37225.4648437500,-65086.5117187500,,,
0.4719999994,3,-44407.4609375000,-64210.1210937500,-37752.0273437500,-15104.3916015625,-27750.7617187500,-53059.9335937500,-37238.8085937500,-65102.0468750000,,,
0.4759999993,3,-44412.3789062500,-64222.1914062500,-37765.7070312500,-15120.1943359375,-27762.3417968750,-53069.4531250000,-37252.7578125000,-65114.0273437500,,,
0.4799999993,3,-44409.4296875000,-64221.8554687500,-37764.6562500000,-15119.5908203125,-27761.5800781250,-53069.5664062500,-37251.6835937500,-65113.3554687500,,,
0.4839999992,3,-44499.3945312500,-64301.8984375000,-37844.0039062500,-15196.8837890625,-27841.0410156250,-53149.0937500000,-37330.6289062500,-65192.6171875000,,,
0.4879999992,3,-44359.4257812500,-64165.7773437500,-37708.7773437500,-15063.6445312500,-27704.6289062500,-53013.8867187500,-37196.0273437500,-65056.0703125000,,,
0.4919999992,3,-44403.6601562500,-64226.0351562500,-37770.6484375000,-15124.1289062500,-27766.8789062500,-53073.8359375000,-37256.6445312500,-65117.8710937500,,,
0.4959999993,3,-44402.8359375000,-64225.5234375000,-37771.6757812500,-15127.3476562500,-27764.0839843750,-53071.1289062500,-37258.3671875000,-65115.2343750000,,,
0.4999999993,3,-44406.1875000000,-64219.1523437500,-37762.8007812500,-15117.7578125000,-27754.6074218750,-53062.7031250000,-37249.5625000000,-65105.7109375000,,,
0.5039999993,3,-44407.5742187500,-64215.8671875000,-37759.3359375000,-15112.4609375000,-27752.7519531250,-53059.6640625000,-37246.4296875000,-65103.6796875000,,,
0.5079999992,3,-44506.3007812500,-64317.1210937500,-37861.4843750000,-15212.2841796875,-27858.9003906250,-53163.7773437500,-37347.4375000000,-65209.5820312500,,,
0.5119999992,4,-44368.3671875000,-64178.0234375000,-37722.5234375000,-15075.8261718750,-27718.1738281250,-53026.1132812500,-37209.2812500000,-65070.4414062500,,,
0.5159999991,4,-44654.7382812500,-64452.7500000000,-37996.7812500000,-15344.6728515625,-27993.3906250000,-53296.5039062500,-37481.2148437500,-65344.5195312500,,,
0.5199999991,4,-44708.1367187500,-64505.5468750000,-38049.8437500000,-15403.3466796875,-28043.5253906250,-53350.0820312500,-37536.4882812500,-65396.3281250000,,,
0.5239999990,4,-44109.6250000000,-63908.9335937500,-37455.2187500000,-14813.8193359375,-27444.9687500000,-52757.6250000000,-36943.2734375000,-64798.2421875000,,,
0.5279999990,4,-44311.7734375000,-64119.8203125000,-37666.4218750000,-15018.0029296875,-27658.4277343750,-52967.0156250000,-37153.3125000000,-65010.5156250000,,,
0.5319999990,4,-44376.0546875000,-64178.0234375000,-37723.8632812500,-15074.7539062500,-27714.9101562500,-53023.1875000000,-37210.9140625000,-65067.3125000000,,,
0.5359999991,4,-44382.7187500000,-64177.5781250000,-37722.6367187500,-15073.7255859375,-27713.6582031250,-53022.6289062500,-37209.4375000000,-65065.9492187500,,,
0.5399999991,4,-44482.0703125000,-64287.7734375000,-37833.9921875000,-15181.1250000000,-27825.8652343750,-53134.3203125000,-37320.1914062500,-65177.9296875000,,,
0.5439999991,4,-44357.1250000000,-64167.9687500000,-37716.3750000000,-15067.1318359375,-27705.6562500000,-53015.2304687500,-37203.2460937500,-65058.0351562500,,,
0.5479999990,4,-44388.0390625000,-64194.6992187500,-37742.7304687500,-15092.8134765625,-27731.8300781250,-53041.2031250000,-37228.8867187500,-65083.4062500000,,,
0.5519999990,4,-44400.9335937500,-64196.6875000000,-37742.5273437500,-15092.9257812500,-27733.5078125000,-53045.0898437500,-37228.7734375000,-65085.3710937500,,,
0.5559999992,4,-44407.2578125000,-64205.4062500000,-37750.7773437500,-15101.7548828125,-27743.3632812500,-53055.7070312500,-37237.1992187500,-65095.2500000000,,,
0.5599999991,4,-44416.3125000000,-64223.5117187500,-37769.3945312500,-15119.0996093750,-27763.1230468750,-53072.9414062500,-37255.7734375000,-65114.9648437500,,,
0.5639999991,4,-44816.7890625000,-64622.0429687500,-38166.4062500000,-15507.8857421875,-28164.1367187500,-53467.7617187500,-37650.4179687500,-65514.1210937500,,,
0.5679999990,4,-44577.4687500000,-64376.1718750000,-37920.1132812500,-15273.9746093750,-27911.1582031250,-53223.2578125000,-37407.2304687500,-65264.3203125000,,,
0.5719999990,4,-44092.9921875000,-63885.8437500000,-37431.2812500000,-14787.2207031250,-27422.3261718750,-52738.0898437500,-36918.5312500000,-64774.4375000000,,,
0.5759999990,4,-44298.7656250000,-64104.3984375000,-37651.3320312500,-15001.3505859375,-27645.3750000000,-52956.3554687500,-37137.5546875000,-64996.5000000000,,,
